author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,sentiment
240107216,2022-02-09 17:57:26+00:00, ,1491471315508731905,en,20,0,2,7,Twitter Web App,"Entire Swiss-themed village with seven houses for sale in B.C., for the price of one house in Vancouver
 https://t.co/8KCJguzj1i https://t.co/792tUtbbXm",negative
1415729358761775105,2022-02-09 17:55:13+00:00, ,1491470756781432838,en,0,0,0,14,Twitter Web App,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
66392766,2022-02-09 17:31:46+00:00, ,1491464854611365890,en,0,0,0,14,Twitter for iPad,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
47425783,2022-02-09 17:30:18+00:00, ,1491464485508304900,en,0,0,0,14,Twitter for iPhone,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
271989352,2022-02-09 17:25:22+00:00, ,1491463244791402498,en,0,0,0,14,Twitter for iPhone,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
1446530644545257473,2022-02-09 17:11:31+00:00, ,1491459761040400387,en,0,0,0,14,Twitter Web App,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
875310073182072832,2022-02-09 17:09:16+00:00, ,1491459192925814784,en,0,0,0,14,Twitter Web App,RT @jm_mcgrath: I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price l…,negative
22283767,2022-02-09 17:06:48+00:00, ,1491458574400495617,en,48,1,3,14,Twitter Web App,I am skeptical that addressing housing finance matters instead of housing supply will do much to address the actual price level in Toronto since we've had 3 global financial crises in the timeframe of this data and you can barely see them in the signal. https://t.co/RPWp2RreDX,negative
770232492901138432,2022-02-09 14:33:37+00:00, ,1491420023252004868,en,2,0,0,0,Twitter for iPhone,@qcapital2020 That Canadian house looks ugly at any price.  😬,negative
1199071761041510400,2022-02-09 14:08:42+00:00, ,1491413751597256710,en,3,0,2,0,Twitter for iPhone,"@nasmadotali Toronto proper did not go crazy. Honestly my house by the Lake Ontario wouldn’t fetch above average price for Toronto(1.1 M). But suburbs, OMG. Crazy. I think some realtors are directing their clients to suburb and further.",positive
1185004687193509888,2022-02-09 12:26:53+00:00, ,1491388131832365056,en,0,0,0,1,Twitter for iPhone,"RT @LeviCurrie: It's not just the US either. In canada the average price of a house was ~164,000 dollars. Today in 2022 its roughly 800,000…",negative
1467539372803346432,2022-02-09 10:09:02+00:00, ,1491353439510867968,en,1,0,1,0,Twitter for iPhone,"@CBlaine72 @SeanMcCoyPhotog Bought a house for $125,000?  How the hell did you do that? Avg price for a house here in south-east-Canada 5 years ago was approaching $1million.",negative
332132124,2022-02-09 08:36:30+00:00, ,1491330154135953408,en,3,0,0,0,Twitter for iPhone,@TitanXBT Here in Toronto and all it’s surrounding cities you can’t get a detached house for under 1mil.. and most town houses are in that price range as well . It’s absurd how different money is based on location x.x,negative
2609614046,2022-02-09 07:27:56+00:00, ,1491312897011580928,en,1,0,0,1,Twitter for Android,"It's not just the US either. In canada the average price of a house was ~164,000 dollars. Today in 2022 its roughly 800,000 dollars. That's nearly a 500% increase in just over 20 years. Meanwhile wages jave seen very modest gains that have never outpaced inflation https://t.co/pvkPaoezaN",negative
988277286204932096,2022-02-09 06:09:11+00:00, ,1491293077834977281,en,0,0,0,1,Twitter for Android,"RT @StephenPunwasi: @ScottTerrioHMA @BisonTrample ^ Scott gets it. At that price point your shelter costs are ~$72,000/year . 

housing cos…",negative
1278542140700864512,2022-02-09 04:40:59+00:00, ,1491270883310444545,en,0,0,0,0,Twitter for iPhone,"Wow Toronto house price has finally beaten Vancouver 🥲
An analyst’s starting salary is still 60K tho 🥲",negative
1370190985314009090,2022-02-09 04:04:36+00:00, ,1491261726980902912,en,3,0,0,1,Twitter for Android,@KamalKheraLib @JustinTrudeau Your benefits wore shit anyway's what's the average price of  renting in Toronto and Vancouver and what did you guy's offer. Shits a joke no wonder 50% of Canadian families are struggling no wonder homelessness is constantly growing. Unaffordable wages food and housing,negative
1401693436823191553,2022-02-09 03:21:56+00:00, ,1491250987960795137,en,0,0,0,0,Twitter Web App,@MPelletierCIO Ohh trust me some of us might hop on one of those trucks and make it to Alberta 😊 in Toronto  average price for a house is 1 mil so basically you have to be a millionaire to own a house 😊,negative
166364712,2022-02-09 02:13:03+00:00, ,1491233653053345793,en,20,1,1,1,Twitter for iPhone,"@ScottTerrioHMA @BisonTrample ^ Scott gets it. At that price point your shelter costs are ~$72,000/year . 

housing costs @ 39% = $180k/year household income. 

CMHC already pushed the household cap to $150k for Toronto/Vancouver/Victoria for downpayment assistance. 25% would get around that level too.",negative
39132858,2022-02-09 01:00:00+00:00, ,1491215271322812416,en,0,0,0,0,Twitter Web App,"Good ideas

but 

""The report is silent
on demand-side issues
that could be driving up
the price of housing
in hot markets...

The report also fails
to recommend
any changes to
real estate
sales and marketing practices,
such as #BlindBidding""

#ONpoli 

https://t.co/eLXlS6h6vq",negative
66724335,2022-02-09 00:24:10+00:00, ,1491206252747235338,en,2,2,1,0,SocialFlow,"Local real estate agents say the average price of a house has increased more than 40 per cent over the last year alone. #ygk

 https://t.co/zNhZ92PyJO",negative
